utterance_id,audio_path,reference_text,word_index,word,expected_ending,start_ms,end_ms,speaker,source,written_ending,final_phones
asc_main_ARA NORM  0656,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0656.wav,وَدَعَتْ دُوَلُ الْعَالَمِ إِلَى أَنْ تَحْذُوَ حَذْوَ أَورُوغْوَاي أَلَّتِي نُقِلَ إِلَيْهَا الْمُعْتَقَلُونْ مِنْ أَجْلِ إِنْهَاءِ الظُّلْمِ الَّذِي طَالَ أَمَدُهُ وَالْمُتَمَ^ِّلِ فِي اعْتِقَالِ أَشْخَاصٍ إِلَى أَجَلٍ غَيْرِ مُسَمّى مِنْ دُونِ اتِّهَامٍ,22,أَشْخَاصٍ,none,15210.0,16210.0,asc,arabic_speech_corpus,tanwin_kasr,mm aa gayori musam~Y
asc_main_ARA NORM  0656,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0656.wav,وَدَعَتْ دُوَلُ الْعَالَمِ إِلَى أَنْ تَحْذُوَ حَذْوَ أَورُوغْوَاي أَلَّتِي نُقِلَ إِلَيْهَا الْمُعْتَقَلُونْ مِنْ أَجْلِ إِنْهَاءِ الظُّلْمِ الَّذِي طَالَ أَمَدُهُ وَالْمُتَمَ^ِّلِ فِي اعْتِقَالِ أَشْخَاصٍ إِلَى أَجَلٍ غَيْرِ مُسَمّى مِنْ دُونِ اتِّهَامٍ,23,إِلَى,none,16210.0,16670.0,asc,arabic_speech_corpus,fatha,uu0' n mino duwni
asc_main_ARA NORM  0656,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0656.wav,وَدَعَتْ دُوَلُ الْعَالَمِ إِلَى أَنْ تَحْذُوَ حَذْوَ أَورُوغْوَاي أَلَّتِي نُقِلَ إِلَيْهَا الْمُعْتَقَلُونْ مِنْ أَجْلِ إِنْهَاءِ الظُّلْمِ الَّذِي طَالَ أَمَدُهُ وَالْمُتَمَ^ِّلِ فِي اعْتِقَالِ أَشْخَاصٍ إِلَى أَجَلٍ غَيْرِ مُسَمّى مِنْ دُونِ اتِّهَامٍ,24,أَجَلٍ,fatha,16670.0,17320.0,asc,arabic_speech_corpus,tanwin_kasr,m i1 duwni At~ihaAmK
asc_main_ARA NORM  0656,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0656.wav,وَدَعَتْ دُوَلُ الْعَالَمِ إِلَى أَنْ تَحْذُوَ حَذْوَ أَورُوغْوَاي أَلَّتِي نُقِلَ إِلَيْهَا الْمُعْتَقَلُونْ مِنْ أَجْلِ إِنْهَاءِ الظُّلْمِ الَّذِي طَالَ أَمَدُهُ وَالْمُتَمَ^ِّلِ فِي اعْتِقَالِ أَشْخَاصٍ إِلَى أَجَلٍ غَيْرِ مُسَمّى مِنْ دُونِ اتِّهَامٍ,27,مِنْ,fatha,7840.0,9540.0,asc,arabic_speech_corpus,none,mino >ajoli <inohaA'i AlZ~ulomi
asc_main_ARA NORM  0656,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0656.wav,وَدَعَتْ دُوَلُ الْعَالَمِ إِلَى أَنْ تَحْذُوَ حَذْوَ أَورُوغْوَاي أَلَّتِي نُقِلَ إِلَيْهَا الْمُعْتَقَلُونْ مِنْ أَجْلِ إِنْهَاءِ الظُّلْمِ الَّذِي طَالَ أَمَدُهُ وَالْمُتَمَ^ِّلِ فِي اعْتِقَالِ أَشْخَاصٍ إِلَى أَجَلٍ غَيْرِ مُسَمّى مِنْ دُونِ اتِّهَامٍ,28,دُونِ,none,9540.0,12330.0,asc,arabic_speech_corpus,kasra,Al~a*iy TaAla >amaduhu waAlomutama^~ili
asc_main_ARA NORM  0656,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0656.wav,وَدَعَتْ دُوَلُ الْعَالَمِ إِلَى أَنْ تَحْذُوَ حَذْوَ أَورُوغْوَاي أَلَّتِي نُقِلَ إِلَيْهَا الْمُعْتَقَلُونْ مِنْ أَجْلِ إِنْهَاءِ الظُّلْمِ الَّذِي طَالَ أَمَدُهُ وَالْمُتَمَ^ِّلِ فِي اعْتِقَالِ أَشْخَاصٍ إِلَى أَجَلٍ غَيْرِ مُسَمّى مِنْ دُونِ اتِّهَامٍ,29,اتِّهَامٍ,fatha,12600.0,17500.0,asc,arabic_speech_corpus,tanwin_kasr,musam~Y mino duwni At~ihaAmK
asc_main_ARA NORM  0657,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0657.wav,حَسَبَ تَصْرِيحٍ لِمَسْؤُولَةٍ بِالْمُنَظَّمَةِ,0,حَسَبَ,none,120.0,630.0,asc,arabic_speech_corpus,fatha,a b a Hasaba
asc_main_ARA NORM  0657,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0657.wav,حَسَبَ تَصْرِيحٍ لِمَسْؤُولَةٍ بِالْمُنَظَّمَةِ,1,تَصْرِيحٍ,none,630.0,1340.0,asc,arabic_speech_corpus,tanwin_kasr,n l taSoriyHK limaso&uwlapK
asc_main_ARA NORM  0657,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0657.wav,حَسَبَ تَصْرِيحٍ لِمَسْؤُولَةٍ بِالْمُنَظَّمَةِ,2,لِمَسْؤُولَةٍ,none,1340.0,2370.0,asc,arabic_speech_corpus,tanwin_kasr,n b limaso&uwlapK biAlomunaZ~amapi
asc_main_ARA NORM  0657,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0657.wav,حَسَبَ تَصْرِيحٍ لِمَسْؤُولَةٍ بِالْمُنَظَّمَةِ,3,بِالْمُنَظَّمَةِ,none,2370.0,3460.0,asc,arabic_speech_corpus,kasra,a t i0 biAlomunaZ~amapi
asc_main_ARA NORM  0658,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0658.wav,بَعْدَ أَنْ قَضَوْا إِ^ْنَتَا عَشْرَةَ سَنَةً مِنَ الْإِحْتِجَازِ مِنْ دُونِ مُحَاكَمَةٍ,0,بَعْدَ,none,150.0,600.0,asc,arabic_speech_corpus,fatha,a < baEoda >ano
asc_main_ARA NORM  0658,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0658.wav,بَعْدَ أَنْ قَضَوْا إِ^ْنَتَا عَشْرَةَ سَنَةً مِنَ الْإِحْتِجَازِ مِنْ دُونِ مُحَاكَمَةٍ,1,أَنْ,none,600.0,850.0,asc,arabic_speech_corpus,none,n q >ano qaDawoA
asc_main_ARA NORM  0658,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0658.wav,بَعْدَ أَنْ قَضَوْا إِ^ْنَتَا عَشْرَةَ سَنَةً مِنَ الْإِحْتِجَازِ مِنْ دُونِ مُحَاكَمَةٍ,2,قَضَوْا,none,850.0,1390.0,asc,arabic_speech_corpus,none,i0' ^ qaDawoA <i^onataA
asc_main_ARA NORM  0658,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0658.wav,بَعْدَ أَنْ قَضَوْا إِ^ْنَتَا عَشْرَةَ سَنَةً مِنَ الْإِحْتِجَازِ مِنْ دُونِ مُحَاكَمَةٍ,3,إِ^ْنَتَا,none,1390.0,2050.0,asc,arabic_speech_corpus,fatha,a' $ <i^onataA Ea$orapa
asc_main_ARA NORM  0658,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0658.wav,بَعْدَ أَنْ قَضَوْا إِ^ْنَتَا عَشْرَةَ سَنَةً مِنَ الْإِحْتِجَازِ مِنْ دُونِ مُحَاكَمَةٍ,4,عَشْرَةَ,none,2050.0,2560.0,asc,arabic_speech_corpus,fatha,n a Ea$orapa sanapF
asc_main_ARA NORM  0658,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0658.wav,بَعْدَ أَنْ قَضَوْا إِ^ْنَتَا عَشْرَةَ سَنَةً مِنَ الْإِحْتِجَازِ مِنْ دُونِ مُحَاكَمَةٍ,5,سَنَةً,fatha,2560.0,3100.0,asc,arabic_speech_corpus,tanwin_fath,l sanapF mina Alo<iHotijaAzi
asc_main_ARA NORM  0658,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0658.wav,بَعْدَ أَنْ قَضَوْا إِ^ْنَتَا عَشْرَةَ سَنَةً مِنَ الْإِحْتِجَازِ مِنْ دُونِ مُحَاكَمَةٍ,6,مِنَ,fatha,3100.0,3470.0,asc,arabic_speech_corpus,fatha,H t i0 Alo<iHotijaAzi
asc_main_ARA NORM  0658,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0658.wav,بَعْدَ أَنْ قَضَوْا إِ^ْنَتَا عَشْرَةَ سَنَةً مِنَ الْإِحْتِجَازِ مِنْ دُونِ مُحَاكَمَةٍ,7,الْإِحْتِجَازِ,none,3470.0,4610.0,asc,arabic_speech_corpus,kasra,Alo<iHotijaAzi mino duwni muHaAkamapK
asc_main_ARA NORM  0658,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0658.wav,بَعْدَ أَنْ قَضَوْا إِ^ْنَتَا عَشْرَةَ سَنَةً مِنَ الْإِحْتِجَازِ مِنْ دُونِ مُحَاكَمَةٍ,8,مِنْ,none,4610.0,5060.0,asc,arabic_speech_corpus,none,H aa k muHaAkamapK
asc_main_ARA NORM  0658,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0658.wav,بَعْدَ أَنْ قَضَوْا إِ^ْنَتَا عَشْرَةَ سَنَةً مِنَ الْإِحْتِجَازِ مِنْ دُونِ مُحَاكَمَةٍ,9,دُونِ,none,5060.0,5340.0,asc,arabic_speech_corpus,kasra,m a t muHaAkamapK
asc_main_ARA NORM  0658,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0658.wav,بَعْدَ أَنْ قَضَوْا إِ^ْنَتَا عَشْرَةَ سَنَةً مِنَ الْإِحْتِجَازِ مِنْ دُونِ مُحَاكَمَةٍ,10,مُحَاكَمَةٍ,none,5340.0,5570.0,asc,arabic_speech_corpus,tanwin_kasr,i1 n muHaAkamapK
asc_main_ARA NORM  0659,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0659.wav,وَالَّذِي شَهِدَ حَالَاتِ تَعْذِيبٍ حَسَبَ مُنَظَّمَاتٍ حُقُوقِيَّةٍ,1,شَهِدَ,none,970.0,1530.0,asc,arabic_speech_corpus,fatha,H aa $ahida HaAlaAti
asc_main_ARA NORM  0659,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0659.wav,وَالَّذِي شَهِدَ حَالَاتِ تَعْذِيبٍ حَسَبَ مُنَظَّمَاتٍ حُقُوقِيَّةٍ,2,حَالَاتِ,none,1530.0,2130.0,asc,arabic_speech_corpus,kasra,a E HaAlaAti taEo*iybK
asc_main_ARA NORM  0659,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0659.wav,وَالَّذِي شَهِدَ حَالَاتِ تَعْذِيبٍ حَسَبَ مُنَظَّمَاتٍ حُقُوقِيَّةٍ,3,تَعْذِيبٍ,none,2130.0,3000.0,asc,arabic_speech_corpus,tanwin_kasr,s a taEo*iybK Hasaba
asc_main_ARA NORM  0659,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0659.wav,وَالَّذِي شَهِدَ حَالَاتِ تَعْذِيبٍ حَسَبَ مُنَظَّمَاتٍ حُقُوقِيَّةٍ,4,حَسَبَ,none,3000.0,3570.0,asc,arabic_speech_corpus,fatha,A ZZ Hasaba munaZ~amaAtK
asc_main_ARA NORM  0659,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0659.wav,وَالَّذِي شَهِدَ حَالَاتِ تَعْذِيبٍ حَسَبَ مُنَظَّمَاتٍ حُقُوقِيَّةٍ,5,مُنَظَّمَاتٍ,none,3570.0,4800.0,asc,arabic_speech_corpus,tanwin_kasr,II0' y munaZ~amaAtK Huquwqiy~apK
asc_main_ARA NORM  0659,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0659.wav,وَالَّذِي شَهِدَ حَالَاتِ تَعْذِيبٍ حَسَبَ مُنَظَّمَاتٍ حُقُوقِيَّةٍ,6,حُقُوقِيَّةٍ,none,4800.0,5170.0,asc,arabic_speech_corpus,tanwin_kasr,t i1 n Huquwqiy~apK
asc_main_ARA NORM  0660,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0660.wav,وَمُنَظِّمٌ لَاسِلْكِيٌّ لِضَرَبَاتِ الْقَلْبِ,0,وَمُنَظِّمٌ,none,100.0,1310.0,asc,arabic_speech_corpus,tanwin_damm,l aa wamunaZ~imN laAsilokiy~N
asc_main_ARA NORM  0660,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0660.wav,وَمُنَظِّمٌ لَاسِلْكِيٌّ لِضَرَبَاتِ الْقَلْبِ,1,لَاسِلْكِيٌّ,none,1310.0,2180.0,asc,arabic_speech_corpus,tanwin_damm,l I0 laAsilokiy~N liDarabaAti
asc_main_ARA NORM  0660,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0660.wav,وَمُنَظِّمٌ لَاسِلْكِيٌّ لِضَرَبَاتِ الْقَلْبِ,2,لِضَرَبَاتِ,fatha,2180.0,3000.0,asc,arabic_speech_corpus,kasra,l q liDarabaAti Aloqalobi
asc_main_ARA NORM  0660,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0660.wav,وَمُنَظِّمٌ لَاسِلْكِيٌّ لِضَرَبَاتِ الْقَلْبِ,3,الْقَلْبِ,fatha,3000.0,3330.0,asc,arabic_speech_corpus,kasra,l b i0 Aloqalobi
asc_main_ARA NORM  0661,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0661.wav,أَمَّا جَائِزَةُ نُوبِلَ فِي الطِّبِّ فَقَدْ فَازَ بِهَا ^َلَا^َةُ عُلَمَاءَ بِسَبَبِ اكْتِشَافِهِمْ خَلَايَا نِظَامِ تَحْدِيدِ الْمَوَاقِعِ الدَّاخِلِيِّ فِي الدِّمَاغِ,0,أَمَّا,none,110.0,570.0,asc,arabic_speech_corpus,fatha,aa j >am~aA jaA}izapu
asc_main_ARA NORM  0661,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0661.wav,أَمَّا جَائِزَةُ نُوبِلَ فِي الطِّبِّ فَقَدْ فَازَ بِهَا ^َلَا^َةُ عُلَمَاءَ بِسَبَبِ اكْتِشَافِهِمْ خَلَايَا نِظَامِ تَحْدِيدِ الْمَوَاقِعِ الدَّاخِلِيِّ فِي الدِّمَاغِ,1,جَائِزَةُ,none,570.0,1310.0,asc,arabic_speech_corpus,damma,n uu0' jaA}izapu nuwbila
asc_main_ARA NORM  0661,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0661.wav,أَمَّا جَائِزَةُ نُوبِلَ فِي الطِّبِّ فَقَدْ فَازَ بِهَا ^َلَا^َةُ عُلَمَاءَ بِسَبَبِ اكْتِشَافِهِمْ خَلَايَا نِظَامِ تَحْدِيدِ الْمَوَاقِعِ الدَّاخِلِيِّ فِي الدِّمَاغِ,2,نُوبِلَ,none,1310.0,1880.0,asc,arabic_speech_corpus,fatha,f i0 nuwbila fiy
asc_main_ARA NORM  0661,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0661.wav,أَمَّا جَائِزَةُ نُوبِلَ فِي الطِّبِّ فَقَدْ فَازَ بِهَا ^َلَا^َةُ عُلَمَاءَ بِسَبَبِ اكْتِشَافِهِمْ خَلَايَا نِظَامِ تَحْدِيدِ الْمَوَاقِعِ الدَّاخِلِيِّ فِي الدِّمَاغِ,4,الطِّبِّ,none,2320.0,3130.0,asc,arabic_speech_corpus,kasra,aa' AlT~ib~i faqado faAza
asc_main_ARA NORM  0661,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0661.wav,أَمَّا جَائِزَةُ نُوبِلَ فِي الطِّبِّ فَقَدْ فَازَ بِهَا ^َلَا^َةُ عُلَمَاءَ بِسَبَبِ اكْتِشَافِهِمْ خَلَايَا نِظَامِ تَحْدِيدِ الْمَوَاقِعِ الدَّاخِلِيِّ فِي الدِّمَاغِ,5,فَقَدْ,none,3130.0,3550.0,asc,arabic_speech_corpus,none,i0' h faAza bihaA
asc_main_ARA NORM  0661,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0661.wav,أَمَّا جَائِزَةُ نُوبِلَ فِي الطِّبِّ فَقَدْ فَازَ بِهَا ^َلَا^َةُ عُلَمَاءَ بِسَبَبِ اكْتِشَافِهِمْ خَلَايَا نِظَامِ تَحْدِيدِ الْمَوَاقِعِ الدَّاخِلِيِّ فِي الدِّمَاغِ,6,فَازَ,none,3550.0,4020.0,asc,arabic_speech_corpus,fatha,l aa' bihaA ^alaA^apu
asc_main_ARA NORM  0661,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0661.wav,أَمَّا جَائِزَةُ نُوبِلَ فِي الطِّبِّ فَقَدْ فَازَ بِهَا ^َلَا^َةُ عُلَمَاءَ بِسَبَبِ اكْتِشَافِهِمْ خَلَايَا نِظَامِ تَحْدِيدِ الْمَوَاقِعِ الدَّاخِلِيِّ فِي الدِّمَاغِ,7,بِهَا,none,4020.0,4370.0,asc,arabic_speech_corpus,fatha,a t u0 ^alaA^apu
asc_main_ARA NORM  0661,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0661.wav,أَمَّا جَائِزَةُ نُوبِلَ فِي الطِّبِّ فَقَدْ فَازَ بِهَا ^َلَا^َةُ عُلَمَاءَ بِسَبَبِ اكْتِشَافِهِمْ خَلَايَا نِظَامِ تَحْدِيدِ الْمَوَاقِعِ الدَّاخِلِيِّ فِي الدِّمَاغِ,8,^َلَا^َةُ,none,4370.0,4860.0,asc,arabic_speech_corpus,damma,a m aa' EulamaA'a
asc_main_ARA NORM  0661,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0661.wav,أَمَّا جَائِزَةُ نُوبِلَ فِي الطِّبِّ فَقَدْ فَازَ بِهَا ^َلَا^َةُ عُلَمَاءَ بِسَبَبِ اكْتِشَافِهِمْ خَلَايَا نِظَامِ تَحْدِيدِ الْمَوَاقِعِ الدَّاخِلِيِّ فِي الدِّمَاغِ,9,عُلَمَاءَ,none,4860.0,5610.0,asc,arabic_speech_corpus,fatha,a b EulamaA'a bisababi
asc_main_ARA NORM  0661,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0661.wav,أَمَّا جَائِزَةُ نُوبِلَ فِي الطِّبِّ فَقَدْ فَازَ بِهَا ^َلَا^َةُ عُلَمَاءَ بِسَبَبِ اكْتِشَافِهِمْ خَلَايَا نِظَامِ تَحْدِيدِ الْمَوَاقِعِ الدَّاخِلِيِّ فِي الدِّمَاغِ,10,بِسَبَبِ,fatha,5610.0,6420.0,asc,arabic_speech_corpus,kasra,i0 h bisababi Akoti$aAfihimo
asc_main_ARA NORM  0661,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0661.wav,أَمَّا جَائِزَةُ نُوبِلَ فِي الطِّبِّ فَقَدْ فَازَ بِهَا ^َلَا^َةُ عُلَمَاءَ بِسَبَبِ اكْتِشَافِهِمْ خَلَايَا نِظَامِ تَحْدِيدِ الْمَوَاقِعِ الدَّاخِلِيِّ فِي الدِّمَاغِ,11,اكْتِشَافِهِمْ,none,6420.0,7530.0,asc,arabic_speech_corpus,none,Z Akoti$aAfihimo xalaAyaA niZaAmi
asc_main_ARA NORM  0661,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0661.wav,أَمَّا جَائِزَةُ نُوبِلَ فِي الطِّبِّ فَقَدْ فَازَ بِهَا ^َلَا^َةُ عُلَمَاءَ بِسَبَبِ اكْتِشَافِهِمْ خَلَايَا نِظَامِ تَحْدِيدِ الْمَوَاقِعِ الدَّاخِلِيِّ فِي الدِّمَاغِ,12,خَلَايَا,none,7530.0,8240.0,asc,arabic_speech_corpus,fatha,H d niZaAmi taHodiydi
asc_main_ARA NORM  0661,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0661.wav,أَمَّا جَائِزَةُ نُوبِلَ فِي الطِّبِّ فَقَدْ فَازَ بِهَا ^َلَا^َةُ عُلَمَاءَ بِسَبَبِ اكْتِشَافِهِمْ خَلَايَا نِظَامِ تَحْدِيدِ الْمَوَاقِعِ الدَّاخِلِيِّ فِي الدِّمَاغِ,13,نِظَامِ,fatha,8240.0,8690.0,asc,arabic_speech_corpus,kasra,m a taHodiydi AlomawaAqiEi
asc_main_ARA NORM  0661,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0661.wav,أَمَّا جَائِزَةُ نُوبِلَ فِي الطِّبِّ فَقَدْ فَازَ بِهَا ^َلَا^َةُ عُلَمَاءَ بِسَبَبِ اكْتِشَافِهِمْ خَلَايَا نِظَامِ تَحْدِيدِ الْمَوَاقِعِ الدَّاخِلِيِّ فِي الدِّمَاغِ,14,تَحْدِيدِ,fatha,8690.0,9550.0,asc,arabic_speech_corpus,kasra,dd aa AlomawaAqiEi Ald~aAxiliy~i
asc_main_ARA NORM  0661,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0661.wav,أَمَّا جَائِزَةُ نُوبِلَ فِي الطِّبِّ فَقَدْ فَازَ بِهَا ^َلَا^َةُ عُلَمَاءَ بِسَبَبِ اكْتِشَافِهِمْ خَلَايَا نِظَامِ تَحْدِيدِ الْمَوَاقِعِ الدَّاخِلِيِّ فِي الدِّمَاغِ,15,الْمَوَاقِعِ,fatha,9550.0,10680.0,asc,arabic_speech_corpus,kasra,i0 Ald~aAxiliy~i fiy Ald~imaAgi
asc_main_ARA NORM  0661,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0661.wav,أَمَّا جَائِزَةُ نُوبِلَ فِي الطِّبِّ فَقَدْ فَازَ بِهَا ^َلَا^َةُ عُلَمَاءَ بِسَبَبِ اكْتِشَافِهِمْ خَلَايَا نِظَامِ تَحْدِيدِ الْمَوَاقِعِ الدَّاخِلِيِّ فِي الدِّمَاغِ,18,الدِّمَاغِ,fatha,4370.0,11100.0,asc,arabic_speech_corpus,kasra,AlomawaAqiEi Ald~aAxiliy~i fiy Ald~imaAgi
asc_main_ARA NORM  0662,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0662.wav,وَتُشِيرُ تَقْدِيرَاتُ بَرْنَامَجِ الْأُمَمِ الْمُتَّحِدَةِ لِلْمُسْتَوْطَنَاتِ الْبَشَرِيَّةِ إِلَى أَنَّ سِتَّةً وَخَمْسِينَ بِالْمِئَةِ مِنْ سُكَّانِ الْعَالَمِ الْعَرَبِيِّ يَعِيشُونَ فِي مُدُنٍ وَمَرَاكِزَ عُمْرَانِيَّةٍ وَهِيَ نِسْبَةٌ زَادَتْ بِأَكْ^َرَ مِنْ أَرْبَعَةِ أَضْعافٍ بَيْنَ عَامَيْ أَلْفْ وَتِسْعِ مِئَةٍ وَتِسْعينَ وأَلْفَيْنِ وَعَشَرَةَ,0,وَتُشِيرُ,none,140.0,860.0,asc,arabic_speech_corpus,damma,u0 t watu$iyru taqodiyraAtu
asc_main_ARA NORM  0662,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0662.wav,وَتُشِيرُ تَقْدِيرَاتُ بَرْنَامَجِ الْأُمَمِ الْمُتَّحِدَةِ لِلْمُسْتَوْطَنَاتِ الْبَشَرِيَّةِ إِلَى أَنَّ سِتَّةً وَخَمْسِينَ بِالْمِئَةِ مِنْ سُكَّانِ الْعَالَمِ الْعَرَبِيِّ يَعِيشُونَ فِي مُدُنٍ وَمَرَاكِزَ عُمْرَانِيَّةٍ وَهِيَ نِسْبَةٌ زَادَتْ بِأَكْ^َرَ مِنْ أَرْبَعَةِ أَضْعافٍ بَيْنَ عَامَيْ أَلْفْ وَتِسْعِ مِئَةٍ وَتِسْعينَ وأَلْفَيْنِ وَعَشَرَةَ,1,تَقْدِيرَاتُ,none,860.0,1780.0,asc,arabic_speech_corpus,damma,b a taqodiyraAtu baronaAmaji
asc_main_ARA NORM  0662,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0662.wav,وَتُشِيرُ تَقْدِيرَاتُ بَرْنَامَجِ الْأُمَمِ الْمُتَّحِدَةِ لِلْمُسْتَوْطَنَاتِ الْبَشَرِيَّةِ إِلَى أَنَّ سِتَّةً وَخَمْسِينَ بِالْمِئَةِ مِنْ سُكَّانِ الْعَالَمِ الْعَرَبِيِّ يَعِيشُونَ فِي مُدُنٍ وَمَرَاكِزَ عُمْرَانِيَّةٍ وَهِيَ نِسْبَةٌ زَادَتْ بِأَكْ^َرَ مِنْ أَرْبَعَةِ أَضْعافٍ بَيْنَ عَامَيْ أَلْفْ وَتِسْعِ مِئَةٍ وَتِسْعينَ وأَلْفَيْنِ وَعَشَرَةَ,2,بَرْنَامَجِ,fatha,1780.0,2630.0,asc,arabic_speech_corpus,kasra,< u0' baronaAmaji Alo>umami
asc_main_ARA NORM  0662,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0662.wav,وَتُشِيرُ تَقْدِيرَاتُ بَرْنَامَجِ الْأُمَمِ الْمُتَّحِدَةِ لِلْمُسْتَوْطَنَاتِ الْبَشَرِيَّةِ إِلَى أَنَّ سِتَّةً وَخَمْسِينَ بِالْمِئَةِ مِنْ سُكَّانِ الْعَالَمِ الْعَرَبِيِّ يَعِيشُونَ فِي مُدُنٍ وَمَرَاكِزَ عُمْرَانِيَّةٍ وَهِيَ نِسْبَةٌ زَادَتْ بِأَكْ^َرَ مِنْ أَرْبَعَةِ أَضْعافٍ بَيْنَ عَامَيْ أَلْفْ وَتِسْعِ مِئَةٍ وَتِسْعينَ وأَلْفَيْنِ وَعَشَرَةَ,3,الْأُمَمِ,fatha,2630.0,3330.0,asc,arabic_speech_corpus,kasra,tt a Alo>umami Alomut~aHidapi
